Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,,
UX010,11/20/2019,14:00,21%,37%,97%,712,687.93,8626,,
UX010,11/20/2019,14:01,21%,37%,97%,712,687.92,8626,,
UX010,11/20/2019,14:02,21%,37%,97%,712,687.92,8626,,
UX010,11/20/2019,14:03,21%,37%,97%,712,687.91,8626,,
UX010,11/20/2019,14:04,21%,37%,97%,712,687.90,8626,,
UX010,11/20/2019,14:05,21%,37%,97%,712,687.90,8626,,
UX010,11/20/2019,14:06,21%,37%,97%,712,687.89,8626,,
UX010,11/20/2019,14:07,21%,37%,97%,712,687.89,8626,,
UX010,11/20/2019,14:08,21%,37%,97%,712,687.88,8626,,
UX010,11/20/2019,14:09,21%,37%,97%,712,687.87,8626,,
UX010,11/20/2019,14:10,21%,37%,97%,712,687.87,8626,,
UX010,11/20/2019,14:11,21%,37%,97%,712,687.86,8626,,
UX010,11/20/2019,14:12,21%,37%,97%,712,687.86,8626,,
UX010,11/20/2019,14:13,21%,37%,97%,712,687.85,8626,,
UX010,11/20/2019,14:14,21%,37%,97%,712,687.84,8626,,
UX010,11/20/2019,14:15,21%,37%,97%,712,687.84,8626,,
UX010,11/20/2019,14:16,21%,37%,97%,712,687.83,8626,,
UX010,11/20/2019,14:17,21%,37%,97%,712,687.83,8626,,
UX010,11/20/2019,14:18,21%,37%,97%,712,687.82,8626,,
UX010,11/20/2019,14:19,21%,37%,97%,712,687.81,8626,,
UX010,11/20/2019,14:20,21%,37%,97%,712,687.81,8626,,
UX010,11/20/2019,14:21,21%,37%,97%,712,687.80,8626,,
UX010,11/20/2019,14:22,21%,37%,97%,712,687.80,8626,,
UX010,11/20/2019,14:23,21%,37%,97%,712,687.79,8626,,
UX010,11/20/2019,14:24,21%,37%,97%,712,687.78,8626,,
UX010,11/20/2019,14:25,21%,37%,97%,712,687.78,8626,,
UX010,11/20/2019,14:26,21%,37%,97%,712,687.77,8626,,
UX010,11/20/2019,14:27,21%,37%,97%,712,687.77,8626,,
UX010,11/20/2019,14:28,21%,37%,97%,712,687.76,8626,,
UX010,11/20/2019,14:29,21%,37%,97%,712,687.75,8626,,
UX010,11/20/2019,14:30,21%,37%,97%,712,687.75,8626,,
UX010,11/20/2019,14:31,21%,37%,97%,712,687.74,8626,,
UX010,11/20/2019,14:32,21%,37%,97%,712,687.74,8626,,
UX010,11/20/2019,14:33,21%,37%,97%,712,687.73,8626,,
UX010,11/20/2019,14:34,21%,37%,97%,712,687.73,8626,,
UX010,11/20/2019,14:35,21%,37%,97%,712,687.72,8626,,
UX010,11/20/2019,14:36,21%,37%,97%,712,687.72,8626,,
UX010,11/20/2019,14:37,21%,37%,97%,712,687.72,8626,,
UX010,11/20/2019,14:38,21%,37%,97%,712,687.72,8626,,
UX010,11/20/2019,14:39,21%,37%,97%,712,687.71,8626,,
UX010,11/20/2019,14:40,21%,37%,97%,712,687.71,8626,,
UX010,11/20/2019,14:41,21%,37%,97%,712,687.71,8626,,
UX010,11/20/2019,14:42,21%,37%,97%,712,687.70,8626,,
UX010,11/20/2019,14:43,21%,37%,97%,712,687.70,8626,,
UX010,11/20/2019,14:44,21%,37%,97%,712,687.70,8626,,
UX010,11/20/2019,14:45,21%,37%,97%,712,687.69,8626,,
UX010,11/20/2019,14:46,21%,37%,97%,712,687.69,8626,,
UX010,11/20/2019,14:47,21%,37%,97%,712,687.69,8626,,
UX010,11/20/2019,14:48,21%,37%,97%,712,687.69,8626,,
UX010,11/20/2019,14:49,21%,37%,97%,712,687.68,8626,,
UX010,11/20/2019,14:50,21%,37%,97%,712,687.68,8626,,
UX010,11/20/2019,14:51,21%,37%,97%,712,687.68,8626,,
UX010,11/20/2019,14:52,21%,37%,97%,712,687.67,8626,,
UX010,11/20/2019,14:53,21%,37%,97%,712,687.67,8626,,
UX010,11/20/2019,14:54,21%,37%,97%,712,687.67,8626,,
UX010,11/20/2019,14:55,21%,37%,97%,712,687.67,8626,,
UX010,11/20/2019,14:56,21%,37%,97%,712,687.66,8626,,
UX010,11/20/2019,14:57,21%,37%,97%,712,687.66,8626,,
UX010,11/20/2019,14:58,21%,37%,97%,712,687.66,8626,,
UX010,11/20/2019,14:59,21%,37%,97%,712,687.66,8626,,
UX010,11/20/2019,15:00,21%,37%,97%,712,687.66,8626,,
UX010,11/20/2019,15:01,21%,37%,97%,712,687.65,8626,,
UX010,11/20/2019,15:02,21%,37%,97%,712,687.65,8626,,
UX010,11/20/2019,15:03,21%,37%,97%,712,687.65,8626,,
UX010,11/20/2019,15:04,21%,37%,97%,712,687.65,8626,,
UX010,11/20/2019,15:05,21%,37%,97%,712,687.65,8626,,
UX010,11/20/2019,15:06,21%,37%,97%,712,687.64,8626,,
UX010,11/20/2019,15:07,21%,37%,97%,712,687.64,8626,,
UX010,11/20/2019,15:08,21%,37%,97%,712,687.64,8626,,
UX010,11/20/2019,15:09,21%,37%,97%,712,687.64,8626,,
UX010,11/20/2019,15:10,21%,37%,97%,712,687.64,8626,,
UX010,11/20/2019,15:11,21%,37%,97%,712,687.63,8626,,
UX010,11/20/2019,15:12,21%,37%,97%,712,687.63,8626,,
UX010,11/20/2019,15:13,21%,37%,97%,712,687.63,8626,,
UX010,11/20/2019,15:14,21%,37%,97%,712,687.63,8626,,
UX010,11/20/2019,15:15,21%,37%,97%,712,687.63,8626,,
UX010,11/20/2019,15:16,21%,37%,97%,712,687.62,8626,,
UX010,11/20/2019,15:17,21%,37%,97%,712,687.62,8626,,
UX010,11/20/2019,15:18,21%,37%,97%,712,687.62,8626,,
UX010,11/20/2019,15:19,21%,37%,97%,712,687.62,8626,,
UX010,11/20/2019,15:20,21%,37%,97%,712,687.62,8626,,
UX010,11/20/2019,15:21,21%,37%,97%,712,687.61,8626,,
UX010,11/20/2019,15:22,21%,37%,97%,712,687.61,8626,,
UX010,11/20/2019,15:23,21%,37%,97%,712,687.61,8626,,
UX010,11/20/2019,15:24,21%,37%,97%,712,687.61,8626,,
UX010,11/20/2019,15:25,21%,37%,97%,712,687.61,8626,,
UX010,11/20/2019,15:26,21%,37%,97%,712,687.60,8626,,
UX010,11/20/2019,15:27,21%,37%,97%,712,687.60,8626,,
UX010,11/20/2019,15:28,21%,37%,97%,712,687.60,8626,,
UX010,11/20/2019,15:29,21%,37%,97%,712,687.60,8626,,
UX010,11/20/2019,15:30,21%,37%,97%,712,687.60,8626,,
UX010,11/20/2019,15:31,21%,37%,97%,712,687.59,8626,,
UX010,11/20/2019,15:32,21%,37%,97%,712,687.59,8626,,
UX010,11/20/2019,15:33,21%,37%,97%,712,687.59,8626,,
UX010,11/20/2019,15:34,21%,37%,97%,712,687.59,8626,,
UX010,11/20/2019,15:35,21%,37%,97%,712,687.59,8626,,
UX010,11/20/2019,15:36,21%,37%,97%,712,687.58,8626,,
UX010,11/20/2019,15:37,21%,37%,97%,712,687.58,8626,,
UX010,11/20/2019,15:38,21%,37%,97%,712,687.58,8626,,
UX010,11/20/2019,15:39,21%,37%,97%,712,687.58,8626,,
UX010,11/20/2019,15:40,21%,37%,97%,712,687.58,8626,,
UX010,11/20/2019,15:41,21%,37%,97%,712,687.57,8626,,
UX010,11/20/2019,15:42,21%,37%,97%,712,687.57,8626,,
UX010,11/20/2019,15:43,21%,37%,97%,712,687.57,8626,,
UX010,11/20/2019,15:44,21%,37%,97%,712,687.57,8626,,
UX010,11/20/2019,15:45,21%,37%,97%,712,687.57,8626,,
UX010,11/20/2019,15:46,21%,37%,97%,712,687.56,8626,,
UX010,11/20/2019,15:47,21%,37%,97%,712,687.56,8626,,
UX010,11/20/2019,15:48,21%,37%,97%,712,687.56,8626,,
UX010,11/20/2019,15:49,21%,37%,97%,712,687.56,8626,,
UX010,11/20/2019,15:50,21%,37%,97%,712,687.56,8626,,
UX010,11/20/2019,15:51,21%,37%,97%,712,687.55,8626,,
UX010,11/20/2019,15:52,21%,55%,97%,712,687.55,8626,,
UX010,11/20/2019,15:53,21%,55%,97%,712,687.55,8626,,
UX010,11/20/2019,15:54,21%,55%,97%,712,687.55,3191,,
UX010,11/20/2019,15:55,21%,55%,97%,712,687.55,3096,,
UX010,11/20/2019,15:56,21%,55%,97%,712,687.54,3001,,
UX010,11/20/2019,15:57,21%,55%,97%,712,687.54,2906,,
UX010,11/20/2019,15:58,21%,55%,97%,712,687.54,2811,,
UX010,11/20/2019,15:59,21%,55%,97%,712,687.54,2716,,
UX010,11/20/2019,16:00,21%,55%,97%,712,687.54,2621,,
UX010,11/20/2019,16:01,21%,55%,97%,712,687.53,2526,,
UX010,11/20/2019,16:02,21%,55%,97%,712,687.53,2431,,
UX010,11/20/2019,16:03,21%,55%,97%,712,687.53,2336,,
UX010,11/20/2019,16:04,21%,55%,97%,712,687.53,2241,,
UX010,11/20/2019,16:05,21%,55%,97%,712,687.53,2146,,
UX010,11/20/2019,16:06,21%,55%,97%,712,687.52,2051,,
UX010,11/20/2019,16:07,21%,55%,97%,712,687.52,2034,,
UX010,11/20/2019,16:08,21%,55%,97%,712,687.52,2017,,
UX010,11/20/2019,16:09,21%,55%,97%,712,687.52,2000,,
UX010,11/20/2019,16:10,53%,55%,97%,712,687.52,1983,,
UX010,11/20/2019,16:11,53%,55%,97%,712,687.51,1966,,
UX010,11/20/2019,16:12,53%,55%,97%,712,687.51,1949,,
UX010,11/20/2019,16:13,53%,55%,97%,712,687.51,1932,,
UX010,11/20/2019,16:14,53%,55%,97%,712,687.51,1915,,
UX010,11/20/2019,16:15,53%,55%,97%,712,687.51,1898,,
UX010,11/20/2019,16:16,53%,55%,97%,712,687.50,1881,,
UX010,11/20/2019,16:17,53%,55%,97%,712,687.50,1864,,
UX010,11/20/2019,16:18,53%,55%,97%,712,687.50,1847,,
UX010,11/20/2019,16:19,53%,55%,97%,712,687.50,1830,,
UX010,11/20/2019,16:20,53%,55%,97%,712,687.50,1813,,
UX010,11/20/2019,16:21,53%,58%,97%,712,687.49,1796,,
UX010,11/20/2019,16:22,53%,58%,97%,712,687.49,1779,,
UX010,11/20/2019,16:23,53%,58%,97%,712,687.49,1762,,
UX010,11/20/2019,16:24,53%,58%,97%,712,687.49,1745,,
UX010,11/20/2019,16:25,53%,58%,97%,712,687.49,1728,,
UX010,11/20/2019,16:26,53%,58%,97%,712,687.48,1711,,
UX010,11/20/2019,16:27,53%,58%,97%,712,687.48,1694,,
UX010,11/20/2019,16:28,53%,58%,97%,712,687.48,1677,,
UX010,11/20/2019,16:29,53%,58%,97%,712,687.48,1660,,
UX010,11/20/2019,16:30,53%,58%,97%,712,687.48,1643,,
UX010,11/20/2019,16:31,53%,58%,97%,712,687.47,1626,,
UX010,11/20/2019,16:32,53%,58%,97%,712,687.47,1609,,
UX010,11/20/2019,16:33,53%,58%,97%,712,687.47,1592,,
UX010,11/20/2019,16:34,65%,58%,97%,712,687.47,1575,,
UX010,11/20/2019,16:35,65%,58%,97%,712,687.47,1558,,
UX010,11/20/2019,16:36,65%,58%,97%,712,687.46,1541,,
UX010,11/20/2019,16:37,65%,58%,97%,712,687.46,1524,,
UX010,11/20/2019,16:38,65%,58%,97%,712,687.46,1507,,
UX010,11/20/2019,16:39,65%,58%,97%,712,687.46,1490,,
UX010,11/20/2019,16:40,65%,58%,97%,712,687.46,1473,,
UX010,11/20/2019,16:41,65%,58%,97%,712,687.45,1456,,
UX010,11/20/2019,16:42,65%,58%,97%,712,687.45,1439,,
UX010,11/20/2019,16:43,65%,58%,97%,712,687.45,1422,,
UX010,11/20/2019,16:44,57%,58%,97%,712,687.45,1405,,
UX010,11/20/2019,16:45,57%,58%,97%,712,687.45,1388,,
UX010,11/20/2019,16:46,57%,58%,97%,712,687.44,1371,,
UX010,11/20/2019,16:47,57%,58%,97%,712,687.44,1354,,
UX010,11/20/2019,16:48,57%,58%,97%,712,687.44,1337,,
UX010,11/20/2019,16:49,57%,58%,97%,712,687.44,1320,,
UX010,11/20/2019,16:50,57%,58%,97%,712,687.44,1303,,
UX010,11/20/2019,16:51,57%,58%,97%,712,687.43,1286,,
UX010,11/20/2019,16:52,57%,58%,97%,712,687.43,1269,,
UX010,11/20/2019,16:53,57%,58%,97%,712,687.43,1252,,
UX010,11/20/2019,16:54,57%,58%,97%,712,687.43,1235,,
UX010,11/20/2019,16:55,57%,58%,97%,712,687.43,1218,,
UX010,11/20/2019,16:56,57%,58%,97%,712,687.42,1201,,
UX010,11/20/2019,16:57,57%,58%,97%,712,687.42,1184,,
UX010,11/20/2019,16:58,57%,58%,97%,712,687.42,1167,,
UX010,11/20/2019,16:59,57%,58%,97%,712,687.42,1150,,
UX010,11/20/2019,17:00,57%,58%,97%,712,687.42,1133,,
UX010,11/20/2019,17:01,57%,58%,97%,712,687.41,1116,,
UX010,11/20/2019,17:02,57%,58%,97%,712,687.41,1099,,
UX010,11/20/2019,17:03,57%,58%,97%,712,687.41,1082,,
UX010,11/20/2019,17:04,57%,58%,97%,712,687.41,1065,,
UX010,11/20/2019,17:05,57%,58%,97%,712,687.41,1048,,
UX010,11/20/2019,17:06,57%,58%,97%,712,687.40,1031,,
UX010,11/20/2019,17:07,57%,58%,97%,712,687.40,1014,,
UX010,11/20/2019,17:08,57%,58%,97%,712,687.40,997,,
UX010,11/20/2019,17:09,57%,58%,97%,712,687.40,980,,
UX010,11/20/2019,17:10,57%,58%,97%,712,687.40,963,,
UX010,11/20/2019,17:11,57%,58%,97%,712,687.39,946,,
UX010,11/20/2019,17:12,57%,58%,97%,712,687.39,929,,
UX010,11/20/2019,17:13,57%,58%,97%,712,687.39,912,,
UX010,11/20/2019,17:14,57%,58%,97%,712,687.39,895,,
UX010,11/20/2019,17:15,57%,58%,97%,712,687.39,878,,
UX010,11/20/2019,17:16,57%,58%,97%,712,687.38,861,,
UX010,11/20/2019,17:17,57%,58%,97%,712,687.38,844,,
UX010,11/20/2019,17:18,57%,58%,97%,712,687.38,827,,
UX010,11/20/2019,17:19,57%,58%,97%,712,687.38,810,,
UX010,11/20/2019,17:20,71%,58%,97%,712,687.38,793,,
UX010,11/20/2019,17:21,71%,58%,97%,712,687.37,776,,
UX010,11/20/2019,17:22,71%,58%,97%,712,687.37,759,,
UX010,11/20/2019,17:23,71%,58%,97%,712,687.37,742,,
UX010,11/20/2019,17:24,71%,58%,97%,712,687.37,725,,
UX010,11/20/2019,17:25,71%,58%,97%,712,687.37,708,,
UX010,11/20/2019,17:26,71%,58%,97%,712,687.36,691,,
UX010,11/20/2019,17:27,71%,58%,97%,712,687.36,674,,
UX010,11/20/2019,17:28,71%,58%,97%,712,687.36,657,,
UX010,11/20/2019,17:29,71%,58%,97%,712,687.36,654,,
UX010,11/20/2019,17:30,71%,58%,97%,712,687.36,651,,
UX010,11/20/2019,17:31,71%,58%,97%,712,687.35,648,,
UX010,11/20/2019,17:32,71%,58%,97%,712,687.35,645,,
UX010,11/20/2019,17:33,71%,58%,97%,712,687.35,642,,
UX010,11/20/2019,17:34,76%,58%,97%,712,687.35,639,,
UX010,11/20/2019,17:35,76%,58%,97%,712,687.35,636,,
UX010,11/20/2019,17:36,76%,58%,97%,712,687.34,633,,
UX010,11/20/2019,17:37,76%,58%,97%,712,687.34,630,,
UX010,11/20/2019,17:38,76%,58%,97%,712,687.34,627,,
UX010,11/20/2019,17:39,76%,58%,97%,712,687.34,624,,
UX010,11/20/2019,17:40,76%,58%,97%,712,687.34,621,,
UX010,11/20/2019,17:41,76%,58%,97%,712,687.33,618,,
UX010,11/20/2019,17:42,76%,58%,97%,712,687.33,615,,
UX010,11/20/2019,17:43,76%,60%,97%,712,687.33,612,,
UX010,11/20/2019,17:44,76%,60%,97%,712,687.33,609,,
UX010,11/20/2019,17:45,76%,60%,97%,712,687.33,606,,
UX010,11/20/2019,17:46,76%,60%,97%,712,687.32,603,,
UX010,11/20/2019,17:47,76%,60%,97%,712,687.32,600,,
UX010,11/20/2019,17:48,76%,60%,97%,712,687.32,597,,
UX010,11/20/2019,17:49,76%,60%,97%,712,687.32,594,,
UX010,11/20/2019,17:50,76%,60%,97%,712,687.32,591,,
UX010,11/20/2019,17:51,76%,60%,97%,712,687.31,588,,
UX010,11/20/2019,17:52,76%,60%,97%,712,687.31,585,,
UX010,11/20/2019,17:53,76%,60%,97%,712,687.31,582,,
UX010,11/20/2019,17:54,76%,60%,97%,712,687.31,579,,
UX010,11/20/2019,17:55,76%,60%,97%,712,687.31,576,,
UX010,11/20/2019,17:56,76%,60%,97%,712,687.30,573,,
UX010,11/20/2019,17:57,76%,60%,97%,712,687.30,570,,
UX010,11/20/2019,17:58,76%,60%,97%,712,687.30,567,,
UX010,11/20/2019,17:59,76%,60%,97%,712,687.30,564,,
UX010,11/20/2019,18:00,76%,60%,97%,712,687.30,561,,
UX010,11/20/2019,18:01,76%,60%,97%,712,687.29,558,,
UX010,11/20/2019,18:02,76%,60%,97%,712,687.29,555,,
UX010,11/20/2019,18:03,76%,60%,97%,712,687.29,552,,
UX010,11/20/2019,18:04,76%,60%,97%,712,687.29,549,,
UX010,11/20/2019,18:05,76%,60%,97%,712,687.29,546,,
UX010,11/20/2019,18:06,76%,60%,97%,712,687.28,543,,
UX010,11/20/2019,18:07,76%,60%,97%,712,687.28,540,,
UX010,11/20/2019,18:08,76%,60%,97%,712,687.28,537,,
UX010,11/20/2019,18:09,76%,60%,97%,712,687.28,534,,
UX010,11/20/2019,18:10,76%,60%,97%,712,687.28,531,,
UX010,11/20/2019,18:11,76%,60%,97%,712,687.27,524,,
UX010,11/20/2019,18:12,76%,60%,97%,712,687.27,517,,
UX010,11/20/2019,18:13,76%,60%,97%,712,687.27,510,,
UX010,11/20/2019,18:14,76%,60%,97%,712,687.27,503,,
UX010,11/20/2019,18:15,83%,60%,97%,712,687.27,496,,
UX010,11/20/2019,18:16,83%,60%,97%,712,687.26,489,,
UX010,11/20/2019,18:17,83%,60%,97%,712,687.26,482,,
UX010,11/20/2019,18:18,83%,60%,97%,712,687.26,475,,
UX010,11/20/2019,18:19,83%,60%,97%,712,687.26,468,,
UX010,11/20/2019,18:20,83%,60%,97%,712,687.26,461,,
UX010,11/20/2019,18:21,83%,60%,97%,712,687.25,454,,
UX010,11/20/2019,18:22,83%,60%,97%,712,687.25,447,,
UX010,11/20/2019,18:23,83%,60%,97%,712,687.25,440,,
UX010,11/20/2019,18:24,83%,60%,97%,712,687.25,433,,
UX010,11/20/2019,18:25,83%,60%,97%,712,687.25,426,,
UX010,11/20/2019,18:26,83%,60%,97%,712,687.24,419,,
UX010,11/20/2019,18:27,83%,60%,97%,712,687.24,412,,
UX010,11/20/2019,18:28,83%,60%,97%,712,687.24,405,,
UX010,11/20/2019,18:29,83%,60%,97%,712,687.24,398,,
UX010,11/20/2019,18:30,83%,60%,97%,712,687.24,391,,
UX010,11/20/2019,18:31,83%,60%,97%,712,687.23,384,,
UX010,11/20/2019,18:32,83%,60%,97%,712,687.23,377,,
UX010,11/20/2019,18:33,83%,60%,97%,712,687.23,370,,
UX010,11/20/2019,18:34,83%,60%,97%,712,687.23,363,,
UX010,11/20/2019,18:35,83%,60%,97%,712,687.23,356,,
UX010,11/20/2019,18:36,83%,60%,97%,712,687.22,349,,
UX010,11/20/2019,18:37,83%,60%,97%,712,687.22,342,,
UX010,11/20/2019,18:38,83%,60%,97%,712,687.22,335,,
UX010,11/20/2019,18:39,83%,60%,97%,712,687.22,328,,
UX010,11/20/2019,18:40,83%,60%,97%,712,687.22,321,,
UX010,11/20/2019,18:41,83%,60%,97%,712,687.21,314,,
UX010,11/20/2019,18:42,83%,60%,97%,712,687.21,307,,
UX010,11/20/2019,18:43,83%,60%,97%,712,687.21,300,,
UX010,11/20/2019,18:44,83%,65%,97%,712,687.21,293,,
UX010,11/20/2019,18:45,83%,65%,97%,712,687.21,286,,
UX010,11/20/2019,18:46,83%,65%,97%,712,687.20,279,,
UX010,11/20/2019,18:47,83%,65%,97%,712,687.20,272,,
UX010,11/20/2019,18:48,83%,65%,97%,712,687.20,265,,
UX010,11/20/2019,18:49,83%,65%,97%,712,687.20,258,,
UX010,11/20/2019,18:50,83%,65%,97%,712,687.20,251,,
UX010,11/20/2019,18:51,83%,65%,97%,712,687.19,244,,
UX010,11/20/2019,18:52,83%,65%,97%,712,687.19,237,,
UX010,11/20/2019,18:53,83%,65%,97%,712,687.19,230,,
UX010,11/20/2019,18:54,83%,65%,97%,712,687.19,223,,
UX010,11/20/2019,18:55,83%,65%,97%,712,687.19,216,,
UX010,11/20/2019,18:56,83%,65%,97%,712,687.18,209,,
UX010,11/20/2019,18:57,83%,65%,97%,712,687.18,202,,
UX010,11/20/2019,18:58,83%,65%,97%,712,687.18,195,,
UX010,11/20/2019,18:59,83%,65%,97%,712,687.18,188,,
UX010,11/20/2019,19:00,83%,65%,97%,712,687.18,181,,
UX010,11/20/2019,19:01,83%,65%,97%,712,687.17,174,,
UX010,11/20/2019,19:02,83%,65%,97%,712,687.17,167,,
UX010,11/20/2019,19:03,83%,65%,97%,712,687.17,160,,
UX010,11/20/2019,19:04,83%,65%,97%,712,687.17,153,,
UX010,11/20/2019,19:05,83%,65%,97%,712,687.17,146,,
UX010,11/20/2019,19:06,83%,65%,97%,712,687.16,139,,
UX010,11/20/2019,19:07,83%,65%,97%,712,687.16,132,,
UX010,11/20/2019,19:08,83%,65%,97%,712,687.16,125,,
UX010,11/20/2019,19:09,83%,65%,97%,712,687.16,118,,
UX010,11/20/2019,19:10,83%,65%,97%,712,687.16,111,,
UX010,11/20/2019,19:11,83%,65%,97%,712,687.15,104,,
UX010,11/20/2019,19:12,83%,65%,97%,712,687.15,97,,
UX010,11/20/2019,19:13,83%,65%,97%,712,687.15,90,,
UX010,11/20/2019,19:14,83%,65%,97%,712,687.15,83,,
UX010,11/20/2019,19:15,83%,65%,97%,712,687.15,76,,
UX010,11/20/2019,19:16,86%,65%,97%,712,687.14,69,,
UX010,11/20/2019,19:17,86%,65%,97%,712,687.14,62,,
UX010,11/20/2019,19:18,86%,65%,97%,712,687.14,55,,
UX010,11/20/2019,19:19,86%,65%,97%,712,687.14,48,,
UX010,11/20/2019,19:20,86%,65%,97%,712,687.14,41,,
UX010,11/20/2019,19:21,86%,65%,97%,712,687.13,34,,
UX010,11/20/2019,19:22,86%,65%,97%,712,687.13,27,,
UX010,11/20/2019,19:23,86%,65%,97%,712,687.13,20,,
UX010,11/20/2019,19:24,86%,65%,97%,712,687.13,13,,
UX010,11/20/2019,19:25,86%,65%,97%,712,687.13,6,,
UX010,11/20/2019,19:26,86%,65%,97%,712,687.12,0,,
UX010,11/20/2019,19:27,86%,65%,97%,712,687.12,0,,
UX010,11/20/2019,19:28,86%,65%,97%,712,687.12,0,,
UX010,11/20/2019,19:29,86%,65%,97%,712,687.12,0,,
UX010,11/20/2019,19:30,86%,65%,97%,712,687.12,0,,
UX010,11/20/2019,19:31,86%,65%,97%,712,687.11,0,,
UX010,11/20/2019,19:32,86%,65%,97%,712,687.11,0,,
UX010,11/20/2019,19:33,86%,65%,97%,712,687.11,0,,
UX010,11/20/2019,19:34,86%,65%,97%,712,687.11,0,,
UX010,11/20/2019,19:35,86%,65%,97%,712,687.11,0,,
UX010,11/20/2019,19:36,86%,65%,97%,712,687.10,0,,
UX010,11/20/2019,19:37,86%,65%,97%,712,687.10,0,,
UX010,11/20/2019,19:38,86%,65%,97%,712,687.10,0,,
UX010,11/20/2019,19:39,86%,65%,97%,712,687.10,0,,
UX010,11/20/2019,19:40,86%,65%,97%,712,687.10,0,,
UX010,11/20/2019,19:41,86%,65%,97%,712,687.09,0,,
UX010,11/20/2019,19:42,86%,65%,97%,712,687.09,0,,
UX010,11/20/2019,19:43,86%,65%,97%,712,687.09,0,,
UX010,11/20/2019,19:44,86%,65%,97%,712,687.09,0,,
UX010,11/20/2019,19:45,86%,65%,97%,712,687.09,0,,
UX010,11/20/2019,19:46,86%,65%,97%,712,687.08,0,,
UX010,11/20/2019,19:47,86%,65%,97%,712,687.08,0,,
UX010,11/20/2019,19:48,86%,65%,97%,712,687.08,0,,
UX010,11/20/2019,19:49,86%,65%,96%,712,687.08,0,,
UX010,11/20/2019,19:50,86%,65%,96%,712,687.08,0,,
UX010,11/20/2019,19:51,86%,65%,96%,712,687.07,0,,
UX010,11/20/2019,19:52,86%,65%,96%,712,687.07,0,,
UX010,11/20/2019,19:53,86%,65%,96%,712,687.07,0,,
UX010,11/20/2019,19:54,86%,65%,96%,712,687.07,0,,
UX010,11/20/2019,19:55,86%,65%,96%,712,687.07,0,,
UX010,11/20/2019,19:56,86%,65%,96%,712,687.06,0,,
UX010,11/20/2019,19:57,86%,65%,96%,712,687.06,0,,
UX010,11/20/2019,19:58,86%,65%,96%,712,687.06,0,,
UX010,11/20/2019,19:59,86%,65%,96%,712,687.06,0,,
UX010,11/20/2019,20:00,86%,65%,96%,712,687.06,0,,
UX010,11/20/2019,20:01,86%,65%,96%,712,687.05,0,,
UX010,11/20/2019,20:02,86%,67%,96%,712,687.05,0,,
UX010,11/20/2019,20:03,86%,67%,96%,712,687.05,0,,
UX010,11/20/2019,20:04,86%,67%,96%,712,687.05,0,,
UX010,11/20/2019,20:05,86%,67%,96%,712,687.05,0,,
UX010,11/20/2019,20:06,85%,67%,96%,712,687.04,0,,
UX010,11/20/2019,20:07,83%,67%,96%,712,687.04,0,,
UX010,11/20/2019,20:08,83%,67%,96%,712,687.04,0,,
UX010,11/20/2019,20:09,83%,67%,96%,712,687.04,0,,
UX010,11/20/2019,20:10,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:11,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:12,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:13,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:14,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:15,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:16,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:17,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:18,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:19,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:20,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:21,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:22,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:23,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:24,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:25,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:26,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:27,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:28,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:29,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:30,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:31,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:32,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:33,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:34,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:35,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:36,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:37,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:38,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:39,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:40,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:41,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:42,83%,68%,96%,712,687.04,0,,
UX010,11/20/2019,20:43,83%,68%,96%,712,687.04,0,,
