Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,
WIN020,11/21/2019,10:46,42%,54%,40%,1932,775.80,6530,
WIN020,11/21/2019,10:47,42%,54%,40%,1932,775.79,6624,
WIN020,11/21/2019,10:48,42%,54%,40%,1932,775.79,6718,
WIN020,11/21/2019,10:49,42%,54%,40%,1932,775.79,6730,
WIN020,11/21/2019,10:50,42%,54%,40%,1932,775.79,6742,
WIN020,11/21/2019,10:51,42%,54%,40%,1932,775.79,6754,
WIN020,11/21/2019,10:52,42%,54%,40%,1932,775.78,6766,
WIN020,11/21/2019,10:53,42%,54%,40%,1932,775.78,6778,
WIN020,11/21/2019,10:54,42%,54%,40%,1932,775.78,6790,
WIN020,11/21/2019,10:55,42%,54%,40%,1932,775.78,6802,
WIN020,11/21/2019,10:56,42%,54%,40%,1932,775.78,6814,
WIN020,11/21/2019,10:57,60%,54%,40%,1932,775.77,6826,
WIN020,11/21/2019,10:58,60%,54%,40%,1932,775.77,6838,
WIN020,11/21/2019,10:59,60%,54%,40%,1932,775.77,6850,
WIN020,11/21/2019,11:00,60%,54%,40%,1932,775.77,6862,
WIN020,11/21/2019,11:01,60%,54%,40%,1932,775.77,6874,
WIN020,11/21/2019,11:02,60%,54%,40%,1932,775.76,6886,
WIN020,11/21/2019,11:03,60%,54%,40%,1932,775.76,6898,
WIN020,11/21/2019,11:04,60%,54%,40%,1932,775.76,6910,
WIN020,11/21/2019,11:05,60%,54%,40%,1932,775.76,6922,
WIN020,11/21/2019,11:06,60%,54%,40%,1932,775.76,6934,
WIN020,11/21/2019,11:07,60%,54%,40%,1932,775.75,6946,
WIN020,11/21/2019,11:08,60%,54%,40%,1932,775.75,6958,
WIN020,11/21/2019,11:09,60%,54%,40%,1932,775.75,6970,
WIN020,11/21/2019,11:10,60%,54%,40%,1932,775.75,6982,
WIN020,11/21/2019,11:11,60%,54%,40%,1932,775.75,6994,
WIN020,11/21/2019,11:12,60%,54%,40%,1932,775.74,7006,
WIN020,11/21/2019,11:13,60%,54%,40%,1932,775.74,7018,
WIN020,11/21/2019,11:14,60%,54%,40%,1932,775.74,7030,
WIN020,11/21/2019,11:15,60%,54%,40%,1932,775.74,7042,
WIN020,11/21/2019,11:16,60%,54%,40%,1932,775.74,7054,
WIN020,11/21/2019,11:17,60%,54%,40%,1932,775.73,7066,
WIN020,11/21/2019,11:18,60%,54%,40%,1932,775.73,7078,
WIN020,11/21/2019,11:19,60%,54%,40%,1932,775.73,7090,
WIN020,11/21/2019,11:20,60%,54%,40%,1932,775.73,7102,
WIN020,11/21/2019,11:21,60%,54%,40%,1932,775.73,7114,
WIN020,11/21/2019,11:22,60%,54%,40%,1932,775.72,7126,
WIN020,11/21/2019,11:23,60%,54%,40%,1932,775.72,7138,
WIN020,11/21/2019,11:24,60%,54%,40%,1932,775.72,7150,
WIN020,11/21/2019,11:25,60%,54%,40%,1932,775.72,7162,
WIN020,11/21/2019,11:26,60%,54%,40%,1932,775.72,7174,
WIN020,11/21/2019,11:27,60%,54%,40%,1932,775.71,7186,
WIN020,11/21/2019,11:28,60%,54%,40%,1932,775.71,7198,
WIN020,11/21/2019,11:29,60%,54%,40%,1932,775.71,7210,
WIN020,11/21/2019,11:30,60%,54%,40%,1932,775.71,7222,
WIN020,11/21/2019,11:31,60%,54%,40%,1932,775.71,7234,
WIN020,11/21/2019,11:32,60%,54%,40%,1932,775.70,7246,
WIN020,11/21/2019,11:33,60%,54%,40%,1932,775.70,7258,
WIN020,11/21/2019,11:34,60%,54%,40%,1932,775.70,7270,
WIN020,11/21/2019,11:35,60%,54%,40%,1932,775.70,7282,
WIN020,11/21/2019,11:36,45%,54%,40%,1932,775.70,7294,
WIN020,11/21/2019,11:37,45%,54%,40%,1932,775.69,7306,
WIN020,11/21/2019,11:38,45%,54%,40%,1932,775.69,7318,
WIN020,11/21/2019,11:39,45%,54%,40%,1932,775.69,7330,
WIN020,11/21/2019,11:40,45%,54%,40%,1932,775.69,7342,
WIN020,11/21/2019,11:41,45%,54%,40%,1932,775.69,7354,
WIN020,11/21/2019,11:42,45%,54%,40%,1932,775.68,7366,
WIN020,11/21/2019,11:43,45%,54%,40%,1932,775.68,7378,
WIN020,11/21/2019,11:44,45%,54%,40%,1932,775.68,7390,
WIN020,11/21/2019,11:45,45%,54%,40%,1932,775.68,7402,
WIN020,11/21/2019,11:46,45%,54%,40%,1932,775.68,7414,
WIN020,11/21/2019,11:47,45%,54%,40%,1932,775.67,7426,
WIN020,11/21/2019,11:48,45%,54%,40%,1932,775.67,7438,
WIN020,11/21/2019,11:49,45%,54%,40%,1932,775.67,7450,
WIN020,11/21/2019,11:50,55%,54%,40%,1932,775.67,7462,
WIN020,11/21/2019,11:51,55%,48%,40%,1932,775.67,7474,
WIN020,11/21/2019,11:52,55%,48%,40%,1932,775.66,7486,
WIN020,11/21/2019,11:53,55%,48%,40%,1932,775.66,7498,
WIN020,11/21/2019,11:54,55%,48%,40%,1932,775.66,7510,
WIN020,11/21/2019,11:55,55%,48%,40%,1932,775.66,7522,
WIN020,11/21/2019,11:56,55%,48%,40%,1932,775.66,7534,
WIN020,11/21/2019,11:57,55%,48%,40%,1932,775.65,7546,
WIN020,11/21/2019,11:58,55%,48%,40%,1932,775.65,7558,
WIN020,11/21/2019,11:59,55%,48%,40%,1932,775.65,7570,
WIN020,11/21/2019,12:00,55%,48%,40%,1932,775.65,7582,
WIN020,11/21/2019,12:01,55%,48%,40%,1932,775.65,7594,
WIN020,11/21/2019,12:02,55%,48%,40%,1932,775.64,7606,
WIN020,11/21/2019,12:03,55%,48%,40%,1932,775.64,7618,
WIN020,11/21/2019,12:04,55%,48%,40%,1932,775.64,7630,
WIN020,11/21/2019,12:05,55%,48%,40%,1932,775.64,7642,
WIN020,11/21/2019,12:06,55%,48%,40%,1932,775.64,7654,
WIN020,11/21/2019,12:07,55%,48%,40%,1932,775.63,7666,
WIN020,11/21/2019,12:08,55%,48%,40%,1932,775.63,7678,
WIN020,11/21/2019,12:09,55%,48%,40%,1932,775.63,7690,
WIN020,11/21/2019,12:10,55%,48%,40%,1932,775.63,7702,
WIN020,11/21/2019,12:11,55%,48%,40%,1932,775.63,7714,
WIN020,11/21/2019,12:12,55%,48%,40%,1932,775.62,7726,
WIN020,11/21/2019,12:13,23%,48%,40%,1932,775.62,7738,
WIN020,11/21/2019,12:14,23%,48%,40%,1932,775.62,7750,
WIN020,11/21/2019,12:15,23%,48%,40%,1932,775.62,7762,
WIN020,11/21/2019,12:16,23%,48%,40%,1932,775.62,7774,
WIN020,11/21/2019,12:17,23%,48%,40%,1932,775.61,7786,
WIN020,11/21/2019,12:18,23%,48%,40%,1932,775.61,7798,
WIN020,11/21/2019,12:19,23%,48%,40%,1932,775.61,7810,
WIN020,11/21/2019,12:20,23%,48%,40%,1932,775.61,7822,
WIN020,11/21/2019,12:21,23%,48%,40%,1932,775.61,7834,
WIN020,11/21/2019,12:22,23%,48%,40%,1932,775.60,7846,
WIN020,11/21/2019,12:23,23%,48%,40%,1932,775.60,7858,
WIN020,11/21/2019,12:24,23%,48%,40%,1932,775.60,7870,
WIN020,11/21/2019,12:25,23%,48%,40%,1932,775.60,7882,
WIN020,11/21/2019,12:26,23%,48%,40%,1932,775.60,7894,
WIN020,11/21/2019,12:27,23%,48%,40%,1932,775.59,7906,
WIN020,11/21/2019,12:28,23%,48%,40%,1932,775.59,7918,
WIN020,11/21/2019,12:29,23%,48%,40%,1932,775.59,7930,
WIN020,11/21/2019,12:30,23%,48%,40%,1932,775.59,7942,
WIN020,11/21/2019,12:31,23%,48%,40%,1932,775.59,7954,
WIN020,11/21/2019,12:32,23%,48%,40%,1932,775.58,7966,
WIN020,11/21/2019,12:33,23%,48%,40%,1932,775.58,7978,
WIN020,11/21/2019,12:34,23%,48%,40%,1932,775.58,7990,
WIN020,11/21/2019,12:35,23%,48%,40%,1932,775.58,8002,
WIN020,11/21/2019,12:36,23%,48%,40%,1932,775.58,8014,
WIN020,11/21/2019,12:37,23%,48%,40%,1932,775.57,8026,
WIN020,11/21/2019,12:38,23%,48%,40%,1932,775.57,8038,
WIN020,11/21/2019,12:39,23%,48%,40%,1932,775.57,8050,
WIN020,11/21/2019,12:40,23%,48%,40%,1932,775.57,8062,
WIN020,11/21/2019,12:41,23%,48%,40%,1932,775.57,8074,
WIN020,11/21/2019,12:42,23%,48%,40%,1932,775.56,8086,
WIN020,11/21/2019,12:43,23%,48%,40%,1932,775.56,8098,
WIN020,11/21/2019,12:44,23%,48%,40%,1932,775.56,8110,
WIN020,11/21/2019,12:45,23%,48%,40%,1932,775.56,8122,
WIN020,11/21/2019,12:46,23%,48%,40%,1932,775.56,8134,
WIN020,11/21/2019,12:47,23%,48%,40%,1932,775.55,8146,
WIN020,11/21/2019,12:48,23%,48%,40%,1932,775.55,8158,
WIN020,11/21/2019,12:49,23%,48%,40%,1932,775.55,8170,
WIN020,11/21/2019,12:50,23%,48%,40%,1932,775.55,8182,
WIN020,11/21/2019,12:51,23%,48%,40%,1932,775.55,8194,
WIN020,11/21/2019,12:52,23%,48%,40%,1932,775.54,8206,
WIN020,11/21/2019,12:53,23%,48%,40%,1932,775.54,8218,
WIN020,11/21/2019,12:54,23%,48%,40%,1932,775.54,8230,
WIN020,11/21/2019,12:55,23%,48%,40%,1932,775.54,8242,
WIN020,11/21/2019,12:56,23%,48%,40%,1932,775.54,8254,
WIN020,11/21/2019,12:57,23%,48%,40%,1932,775.53,8266,
WIN020,11/21/2019,12:58,23%,48%,40%,1932,775.53,8278,
WIN020,11/21/2019,12:59,23%,48%,40%,1932,775.53,8290,
WIN020,11/21/2019,13:00,23%,48%,40%,1932,775.53,8302,
WIN020,11/21/2019,13:01,23%,48%,40%,1932,775.53,8314,
WIN020,11/21/2019,13:02,23%,48%,40%,1932,775.52,8326,
WIN020,11/21/2019,13:03,23%,43%,40%,1932,775.52,8338,
WIN020,11/21/2019,13:04,23%,43%,40%,1932,775.52,8350,
WIN020,11/21/2019,13:05,23%,43%,40%,1932,775.52,8362,
WIN020,11/21/2019,13:06,23%,43%,40%,1932,775.52,8374,
WIN020,11/21/2019,13:07,23%,43%,40%,1932,775.51,8386,
WIN020,11/21/2019,13:08,23%,43%,40%,1932,775.51,8398,
WIN020,11/21/2019,13:09,23%,43%,40%,1932,775.51,8410,
WIN020,11/21/2019,13:10,23%,43%,40%,1932,775.51,8422,
WIN020,11/21/2019,13:11,23%,43%,40%,1932,775.51,8434,
WIN020,11/21/2019,13:12,23%,43%,40%,1932,775.50,8446,
WIN020,11/21/2019,13:13,23%,43%,40%,1932,775.50,8458,
WIN020,11/21/2019,13:14,23%,43%,40%,1932,775.50,8470,
WIN020,11/21/2019,13:15,23%,43%,40%,1932,775.50,8482,
WIN020,11/21/2019,13:16,23%,43%,40%,1932,775.50,8494,
WIN020,11/21/2019,13:17,23%,43%,40%,1932,775.49,8506,
WIN020,11/21/2019,13:18,23%,43%,40%,1932,775.49,8518,
WIN020,11/21/2019,13:19,23%,43%,40%,1932,775.49,8530,
WIN020,11/21/2019,13:20,23%,43%,40%,1932,775.49,8542,
WIN020,11/21/2019,13:21,23%,43%,40%,1932,775.49,8554,
WIN020,11/21/2019,13:22,23%,43%,40%,1932,775.48,8566,
WIN020,11/21/2019,13:23,23%,43%,40%,1932,775.48,8578,
WIN020,11/21/2019,13:24,23%,43%,40%,1932,775.48,8590,
WIN020,11/21/2019,13:25,23%,43%,40%,1932,775.48,8602,
WIN020,11/21/2019,13:26,23%,43%,40%,1932,775.48,8614,
WIN020,11/21/2019,13:27,23%,43%,40%,1932,775.47,8626,
WIN020,11/21/2019,13:28,23%,43%,40%,1932,775.47,8626,
WIN020,11/21/2019,13:29,23%,43%,40%,1932,775.47,8626,
WIN020,11/21/2019,13:30,23%,43%,40%,1932,775.47,8626,
WIN020,11/21/2019,13:31,23%,43%,40%,1932,775.47,8626,
WIN020,11/21/2019,13:32,23%,43%,40%,1932,775.46,8626,
WIN020,11/21/2019,13:33,23%,43%,40%,1932,775.46,8626,
WIN020,11/21/2019,13:34,23%,43%,40%,1932,775.46,8626,
WIN020,11/21/2019,13:35,23%,43%,40%,1932,775.46,8626,
WIN020,11/21/2019,13:36,23%,43%,40%,1932,775.46,8626,
WIN020,11/21/2019,13:37,23%,43%,40%,1932,775.45,8626,
WIN020,11/21/2019,13:38,23%,43%,40%,1932,775.45,8626,
WIN020,11/21/2019,13:39,23%,43%,40%,1932,775.45,8626,
WIN020,11/21/2019,13:40,23%,43%,40%,1932,775.45,8626,
WIN020,11/21/2019,13:41,23%,43%,40%,1932,775.45,8626,
WIN020,11/21/2019,13:42,23%,43%,40%,1932,775.44,8626,
WIN020,11/21/2019,13:43,23%,43%,40%,1932,775.44,8626,
WIN020,11/21/2019,13:44,23%,43%,40%,1932,775.44,8626,
WIN020,11/21/2019,13:45,23%,43%,40%,1932,775.44,8626,
WIN020,11/21/2019,13:46,23%,43%,40%,1932,775.44,8626,
WIN020,11/21/2019,13:47,23%,43%,40%,1932,775.43,8626,
WIN020,11/21/2019,13:48,23%,43%,40%,1932,775.42,8626,
WIN020,11/21/2019,13:49,23%,43%,40%,1932,775.42,8626,
WIN020,11/21/2019,13:50,23%,43%,40%,1932,775.41,8626,
WIN020,11/21/2019,13:51,23%,43%,40%,1932,775.41,8626,
WIN020,11/21/2019,13:52,23%,43%,40%,1932,775.40,8626,
WIN020,11/21/2019,13:53,23%,43%,40%,1932,775.39,8626,
WIN020,11/21/2019,13:54,23%,43%,40%,1932,775.39,8626,
WIN020,11/21/2019,13:55,23%,43%,40%,1932,775.38,8626,
WIN020,11/21/2019,13:56,23%,43%,40%,1932,775.38,8626,
WIN020,11/21/2019,13:57,23%,43%,40%,1932,775.37,8626,
WIN020,11/21/2019,13:58,23%,43%,40%,1932,775.36,8626,
WIN020,11/21/2019,13:59,23%,43%,40%,1932,775.36,8626,
WIN020,11/21/2019,14:00,23%,43%,40%,1932,775.35,8626,
WIN020,11/21/2019,14:01,23%,43%,40%,1932,775.35,8626,
WIN020,11/21/2019,14:02,23%,43%,40%,1932,775.34,8626,
WIN020,11/21/2019,14:03,23%,43%,40%,1932,775.33,8626,
WIN020,11/21/2019,14:04,23%,43%,40%,1932,775.33,8626,
WIN020,11/21/2019,14:05,23%,43%,40%,1932,775.32,8626,
WIN020,11/21/2019,14:06,23%,43%,40%,1932,775.32,8626,
WIN020,11/21/2019,14:07,23%,43%,40%,1932,775.31,8626,
WIN020,11/21/2019,14:08,23%,43%,40%,1932,775.30,8626,
WIN020,11/21/2019,14:09,23%,43%,40%,1932,775.30,8626,
WIN020,11/21/2019,14:10,23%,43%,40%,1932,775.29,8626,
WIN020,11/21/2019,14:11,23%,43%,40%,1932,775.29,8626,
WIN020,11/21/2019,14:12,23%,43%,40%,1932,775.28,8626,
WIN020,11/21/2019,14:13,23%,43%,40%,1932,775.27,8626,
WIN020,11/21/2019,14:14,23%,43%,40%,1932,775.27,8626,
WIN020,11/21/2019,14:15,23%,43%,40%,1932,775.26,8626,
WIN020,11/21/2019,14:16,23%,43%,40%,1932,775.26,8626,
WIN020,11/21/2019,14:17,23%,43%,40%,1932,775.25,8626,
WIN020,11/21/2019,14:18,23%,43%,40%,1932,775.24,8626,
WIN020,11/21/2019,14:19,23%,43%,40%,1932,775.24,8626,
WIN020,11/21/2019,14:20,23%,43%,40%,1932,775.23,8626,
WIN020,11/21/2019,14:21,23%,43%,40%,1932,775.23,8626,
WIN020,11/21/2019,14:22,23%,43%,40%,1932,775.22,8626,
WIN020,11/21/2019,14:23,23%,43%,40%,1932,775.21,8626,
WIN020,11/21/2019,14:24,23%,43%,40%,1932,775.21,8626,
WIN020,11/21/2019,14:25,23%,43%,40%,1932,775.20,8626,
WIN020,11/21/2019,14:26,23%,43%,40%,1932,775.20,8626,
WIN020,11/21/2019,14:27,23%,43%,40%,1932,775.19,8626,
WIN020,11/21/2019,14:28,23%,43%,40%,1932,775.18,8626,
WIN020,11/21/2019,14:29,23%,43%,40%,1932,775.18,8626,
WIN020,11/21/2019,14:30,23%,43%,40%,1932,775.17,8626,
WIN020,11/21/2019,14:31,23%,43%,40%,1932,775.17,8626,
WIN020,11/21/2019,14:32,23%,43%,40%,1932,775.16,8626,
WIN020,11/21/2019,14:33,23%,43%,40%,1932,775.15,8626,
WIN020,11/21/2019,14:34,23%,43%,40%,1932,775.15,8626,
WIN020,11/21/2019,14:35,23%,43%,40%,1932,775.15,8626,
WIN020,11/21/2019,14:36,23%,43%,40%,1932,775.15,8626,
WIN020,11/21/2019,14:37,23%,43%,40%,1932,775.14,8626,
WIN020,11/21/2019,14:38,23%,43%,40%,1932,775.14,8626,
WIN020,11/21/2019,14:39,23%,43%,40%,1932,775.14,8626,
WIN020,11/21/2019,14:40,23%,43%,40%,1932,775.13,8626,
WIN020,11/21/2019,14:41,23%,43%,40%,1932,775.13,8626,
WIN020,11/21/2019,14:42,23%,43%,40%,1932,775.13,8626,
WIN020,11/21/2019,14:43,23%,43%,40%,1932,775.12,8626,
WIN020,11/21/2019,14:44,23%,43%,40%,1932,775.12,8626,
WIN020,11/21/2019,14:45,23%,43%,40%,1932,775.12,8626,
WIN020,11/21/2019,14:46,23%,43%,40%,1932,775.12,8626,
WIN020,11/21/2019,14:47,23%,43%,40%,1932,775.11,8626,
WIN020,11/21/2019,14:48,23%,43%,40%,1932,775.11,8626,
WIN020,11/21/2019,14:49,23%,43%,40%,1932,775.11,8626,
WIN020,11/21/2019,14:50,23%,43%,40%,1932,775.10,8626,
WIN020,11/21/2019,14:51,23%,43%,40%,1932,775.10,8626,
WIN020,11/21/2019,14:52,23%,43%,40%,1932,775.10,8626,
WIN020,11/21/2019,14:53,23%,43%,40%,1932,775.09,8626,
WIN020,11/21/2019,14:54,23%,43%,40%,1932,775.09,8626,
WIN020,11/21/2019,14:55,23%,43%,40%,1932,775.09,8626,
WIN020,11/21/2019,14:56,23%,43%,40%,1932,775.09,8626,
WIN020,11/21/2019,14:57,23%,43%,40%,1932,775.09,8626,
WIN020,11/21/2019,14:58,23%,43%,40%,1932,775.08,8626,
WIN020,11/21/2019,14:59,23%,43%,40%,1932,775.08,8626,
WIN020,11/21/2019,15:00,23%,43%,40%,1932,775.08,8626,
WIN020,11/21/2019,15:01,23%,43%,40%,1932,775.08,8626,
WIN020,11/21/2019,15:02,23%,43%,40%,1932,775.08,8626,
WIN020,11/21/2019,15:03,23%,43%,40%,1932,775.07,8626,
WIN020,11/21/2019,15:04,23%,43%,40%,1932,775.07,8626,
WIN020,11/21/2019,15:05,23%,43%,40%,1932,775.07,8626,
WIN020,11/21/2019,15:06,23%,43%,40%,1932,775.07,8626,
WIN020,11/21/2019,15:07,23%,43%,40%,1932,775.07,8626,
WIN020,11/21/2019,15:08,23%,43%,40%,1932,775.06,8626,
WIN020,11/21/2019,15:09,23%,43%,40%,1932,775.06,8626,
WIN020,11/21/2019,15:10,23%,43%,40%,1932,775.06,8626,
WIN020,11/21/2019,15:11,23%,43%,40%,1932,775.06,8626,
WIN020,11/21/2019,15:12,23%,43%,40%,1932,775.06,8626,
WIN020,11/21/2019,15:13,23%,43%,40%,1932,775.05,8626,
WIN020,11/21/2019,15:14,23%,43%,40%,1932,775.05,8626,
WIN020,11/21/2019,15:15,23%,43%,40%,1932,775.05,8626,
WIN020,11/21/2019,15:16,23%,43%,40%,1932,775.05,8626,
WIN020,11/21/2019,15:17,23%,43%,40%,1932,775.05,8626,
WIN020,11/21/2019,15:18,23%,43%,40%,1932,775.04,8626,
WIN020,11/21/2019,15:19,23%,43%,40%,1932,775.04,8626,
WIN020,11/21/2019,15:20,23%,43%,40%,1932,775.04,8626,
WIN020,11/21/2019,15:21,23%,43%,40%,1932,775.04,8626,
WIN020,11/21/2019,15:22,23%,43%,40%,1932,775.04,8626,
WIN020,11/21/2019,15:23,23%,43%,40%,1932,775.03,8626,
WIN020,11/21/2019,15:24,23%,43%,40%,1932,775.03,8626,
WIN020,11/21/2019,15:25,23%,43%,40%,1932,775.03,8626,
WIN020,11/21/2019,15:26,23%,43%,40%,1932,775.03,8626,
WIN020,11/21/2019,15:27,23%,43%,40%,1932,775.03,8626,
WIN020,11/21/2019,15:28,23%,43%,40%,1932,775.02,8626,
WIN020,11/21/2019,15:29,23%,43%,40%,1932,775.02,8626,
WIN020,11/21/2019,15:30,23%,43%,40%,1932,775.02,8626,
WIN020,11/21/2019,15:31,23%,43%,40%,1932,775.02,8626,
WIN020,11/21/2019,15:32,23%,43%,40%,1932,775.02,8626,
WIN020,11/21/2019,15:33,23%,43%,40%,1932,775.01,8626,
WIN020,11/21/2019,15:34,23%,43%,40%,1932,775.01,8626,
WIN020,11/21/2019,15:35,23%,43%,40%,1932,775.01,8626,
WIN020,11/21/2019,15:36,23%,43%,40%,1932,775.01,8626,
WIN020,11/21/2019,15:37,23%,43%,40%,1932,775.01,8626,
WIN020,11/21/2019,15:38,23%,43%,40%,1932,775.00,8626,
WIN020,11/21/2019,15:39,23%,43%,40%,1932,775.00,8626,
WIN020,11/21/2019,15:40,23%,43%,40%,1932,775.00,8626,
WIN020,11/21/2019,15:41,23%,43%,40%,1932,775.00,8626,
WIN020,11/21/2019,15:42,23%,43%,40%,1932,775.00,8626,
WIN020,11/21/2019,15:43,23%,43%,40%,1932,774.99,8626,
WIN020,11/21/2019,15:44,23%,43%,40%,1932,774.99,8626,
WIN020,11/21/2019,15:45,23%,43%,40%,1932,774.99,8626,
WIN020,11/21/2019,15:46,23%,43%,40%,1932,774.99,8626,
WIN020,11/21/2019,15:47,23%,43%,40%,1932,774.99,8626,
WIN020,11/21/2019,15:48,23%,43%,40%,1932,774.98,8626,
WIN020,11/21/2019,15:49,23%,43%,40%,1932,774.98,8626,
WIN020,11/21/2019,15:50,23%,43%,40%,1932,774.98,8626,
WIN020,11/21/2019,15:51,23%,43%,40%,1932,774.98,8626,
WIN020,11/21/2019,15:52,23%,61%,40%,1932,774.98,8626,
WIN020,11/21/2019,15:53,23%,61%,40%,1932,774.97,8626,
WIN020,11/21/2019,15:54,23%,61%,40%,1932,774.97,3191,
WIN020,11/21/2019,15:55,23%,61%,40%,1932,774.97,3096,
WIN020,11/21/2019,15:56,23%,61%,40%,1932,774.97,3001,
WIN020,11/21/2019,15:57,23%,61%,40%,1932,774.97,2906,
WIN020,11/21/2019,15:58,23%,61%,40%,1932,774.96,2811,
WIN020,11/21/2019,15:59,23%,61%,40%,1932,774.96,2716,
WIN020,11/21/2019,16:00,23%,61%,40%,1932,774.96,2621,
WIN020,11/21/2019,16:01,23%,61%,40%,1932,774.96,2526,
WIN020,11/21/2019,16:02,23%,61%,40%,1932,774.96,2431,
WIN020,11/21/2019,16:03,23%,61%,40%,1932,774.95,2336,
WIN020,11/21/2019,16:04,23%,61%,40%,1932,774.95,2241,
WIN020,11/21/2019,16:05,23%,61%,40%,1932,774.95,2146,
WIN020,11/21/2019,16:06,23%,61%,40%,1932,774.95,2051,
WIN020,11/21/2019,16:07,23%,61%,40%,1932,774.95,2034,
WIN020,11/21/2019,16:08,23%,61%,40%,1932,774.94,2017,
WIN020,11/21/2019,16:09,23%,61%,40%,1932,774.94,2000,
WIN020,11/21/2019,16:10,55%,61%,40%,1932,774.94,1983,
WIN020,11/21/2019,16:11,55%,61%,40%,1932,774.94,1966,
WIN020,11/21/2019,16:12,55%,61%,40%,1932,774.94,1949,
WIN020,11/21/2019,16:13,55%,61%,40%,1932,774.93,1932,
WIN020,11/21/2019,16:14,55%,61%,40%,1932,774.93,1915,
WIN020,11/21/2019,16:15,55%,61%,40%,1932,774.93,1898,
WIN020,11/21/2019,16:16,55%,61%,40%,1932,774.93,1881,
WIN020,11/21/2019,16:17,55%,61%,40%,1932,774.93,1864,
WIN020,11/21/2019,16:18,55%,61%,40%,1932,774.92,1847,
WIN020,11/21/2019,16:19,55%,61%,40%,1932,774.92,1830,
WIN020,11/21/2019,16:20,55%,61%,40%,1932,774.92,1813,
WIN020,11/21/2019,16:21,55%,64%,40%,1932,774.92,1796,
WIN020,11/21/2019,16:22,55%,64%,40%,1932,774.92,1779,
WIN020,11/21/2019,16:23,55%,64%,40%,1932,774.91,1762,
WIN020,11/21/2019,16:24,55%,64%,40%,1932,774.91,1745,
WIN020,11/21/2019,16:25,55%,64%,40%,1932,774.91,1728,
WIN020,11/21/2019,16:26,55%,64%,40%,1932,774.91,1711,
WIN020,11/21/2019,16:27,55%,64%,40%,1932,774.91,1694,
WIN020,11/21/2019,16:28,55%,64%,40%,1932,774.90,1677,
WIN020,11/21/2019,16:29,55%,64%,40%,1932,774.90,1660,
WIN020,11/21/2019,16:30,55%,64%,40%,1932,774.90,1643,
WIN020,11/21/2019,16:31,55%,64%,40%,1932,774.90,1626,
WIN020,11/21/2019,16:32,55%,64%,40%,1932,774.90,1609,
WIN020,11/21/2019,16:33,55%,64%,40%,1932,774.89,1592,
WIN020,11/21/2019,16:34,67%,64%,40%,1932,774.89,1575,
WIN020,11/21/2019,16:35,67%,64%,40%,1932,774.89,1558,
WIN020,11/21/2019,16:36,67%,64%,40%,1932,774.89,1541,
WIN020,11/21/2019,16:37,67%,64%,40%,1932,774.89,1524,
WIN020,11/21/2019,16:38,67%,64%,40%,1932,774.88,1507,
WIN020,11/21/2019,16:39,67%,64%,40%,1932,774.88,1490,
WIN020,11/21/2019,16:40,67%,64%,40%,1932,774.88,1473,
WIN020,11/21/2019,16:41,67%,64%,40%,1932,774.88,1456,
WIN020,11/21/2019,16:42,67%,64%,40%,1932,774.88,1439,
WIN020,11/21/2019,16:43,67%,64%,40%,1932,774.87,1422,
WIN020,11/21/2019,16:44,59%,64%,40%,1932,774.87,1405,
WIN020,11/21/2019,16:45,59%,64%,40%,1932,774.87,1388,
WIN020,11/21/2019,16:46,59%,64%,40%,1932,774.87,1371,
WIN020,11/21/2019,16:47,59%,64%,40%,1932,774.87,1354,
WIN020,11/21/2019,16:48,59%,64%,40%,1932,774.86,1337,
WIN020,11/21/2019,16:49,59%,64%,40%,1932,774.86,1320,
WIN020,11/21/2019,16:50,59%,64%,40%,1932,774.86,1303,
WIN020,11/21/2019,16:51,59%,64%,40%,1932,774.86,1286,
WIN020,11/21/2019,16:52,59%,64%,40%,1932,774.86,1269,
WIN020,11/21/2019,16:53,59%,64%,40%,1932,774.85,1252,
WIN020,11/21/2019,16:54,59%,64%,40%,1932,774.85,1235,
WIN020,11/21/2019,16:55,59%,64%,40%,1932,774.85,1218,
WIN020,11/21/2019,16:56,59%,64%,40%,1932,774.85,1201,
WIN020,11/21/2019,16:57,59%,64%,40%,1932,774.85,1184,
WIN020,11/21/2019,16:58,59%,64%,40%,1932,774.84,1167,
WIN020,11/21/2019,16:59,59%,64%,40%,1932,774.84,1150,
WIN020,11/21/2019,17:00,59%,64%,40%,1932,774.84,1133,
WIN020,11/21/2019,17:01,59%,64%,40%,1932,774.84,1116,
WIN020,11/21/2019,17:02,59%,64%,40%,1932,774.84,1099,
WIN020,11/21/2019,17:03,59%,64%,40%,1932,774.83,1082,
WIN020,11/21/2019,17:04,59%,64%,40%,1932,774.83,1065,
WIN020,11/21/2019,17:05,59%,64%,40%,1932,774.83,1048,
WIN020,11/21/2019,17:06,59%,64%,40%,1932,774.83,1031,
WIN020,11/21/2019,17:07,59%,64%,40%,1932,774.83,1014,
WIN020,11/21/2019,17:08,59%,64%,40%,1932,774.82,997,
WIN020,11/21/2019,17:09,59%,64%,40%,1932,774.82,980,
WIN020,11/21/2019,17:10,59%,64%,40%,1932,774.82,963,
WIN020,11/21/2019,17:11,59%,64%,40%,1932,774.82,946,
WIN020,11/21/2019,17:12,59%,64%,40%,1932,774.82,929,
