Servidor,Fecha,Hora,%Libre CPU,%Libre RAM,%Libre HDD,Espacio Total Gb,Espacio Disponible Gb,Num Conexiones,,
WIN010,11/20/2019,10:48,42%,58%,60%,800,476.37,2215,,
WIN010,11/20/2019,10:49,42%,58%,60%,800,476.37,2227,,
WIN010,11/20/2019,10:50,42%,58%,60%,800,476.36,2239,,
WIN010,11/20/2019,10:51,42%,58%,60%,800,476.36,2251,,
WIN010,11/20/2019,10:52,42%,58%,60%,800,476.36,2263,,
WIN010,11/20/2019,10:53,42%,58%,60%,800,476.36,2275,,
WIN010,11/20/2019,10:54,42%,58%,60%,800,476.36,2287,,
WIN010,11/20/2019,10:55,42%,58%,60%,800,476.35,2299,,
WIN010,11/20/2019,10:56,42%,58%,60%,800,476.35,2311,,
WIN010,11/20/2019,10:57,42%,58%,60%,800,476.35,2323,,
WIN010,11/20/2019,10:58,42%,58%,60%,800,476.35,2335,,
WIN010,11/20/2019,10:59,42%,58%,60%,800,476.35,2347,,
WIN010,11/20/2019,11:00,42%,58%,60%,800,476.34,2359,,
WIN010,11/20/2019,11:01,42%,58%,60%,800,476.34,2371,,
WIN010,11/20/2019,11:02,42%,58%,60%,800,476.34,2383,,
WIN010,11/20/2019,11:03,42%,58%,60%,800,476.34,2395,,
WIN010,11/20/2019,11:04,42%,58%,60%,800,476.34,2407,,
WIN010,11/20/2019,11:05,30%,58%,60%,800,476.33,2419,,
WIN010,11/20/2019,11:06,30%,58%,60%,800,476.33,2431,,
WIN010,11/20/2019,11:07,30%,58%,60%,800,476.33,2443,,
WIN010,11/20/2019,11:08,30%,58%,60%,800,476.33,2455,,
WIN010,11/20/2019,11:09,30%,58%,60%,800,476.33,2467,,
WIN010,11/20/2019,11:10,30%,58%,60%,800,476.32,2479,,
WIN010,11/20/2019,11:11,30%,58%,60%,800,476.32,2491,,
WIN010,11/20/2019,11:12,30%,58%,60%,800,476.32,2503,,
WIN010,11/20/2019,11:13,30%,58%,60%,800,476.32,2515,,
WIN010,11/20/2019,11:14,30%,58%,60%,800,476.32,2527,,
WIN010,11/20/2019,11:15,30%,58%,60%,800,476.31,2539,,
WIN010,11/20/2019,11:16,30%,58%,60%,800,476.31,2551,,
WIN010,11/20/2019,11:17,30%,58%,60%,800,476.31,2563,,
WIN010,11/20/2019,11:18,30%,58%,60%,800,476.31,2575,,
WIN010,11/20/2019,11:19,30%,58%,60%,800,476.31,2587,,
WIN010,11/20/2019,11:20,30%,58%,60%,800,476.30,2599,,
WIN010,11/20/2019,11:21,30%,58%,60%,800,476.30,2611,,
WIN010,11/20/2019,11:22,30%,58%,60%,800,476.30,2623,,
WIN010,11/20/2019,11:23,30%,58%,60%,800,476.30,2635,,
WIN010,11/20/2019,11:24,30%,58%,60%,800,476.30,2647,,
WIN010,11/20/2019,11:25,30%,58%,60%,800,476.29,2659,,
WIN010,11/20/2019,11:26,30%,58%,60%,800,476.29,2671,,
WIN010,11/20/2019,11:27,30%,58%,60%,800,476.29,2683,,
WIN010,11/20/2019,11:28,30%,58%,60%,800,476.29,2695,,
WIN010,11/20/2019,11:29,30%,58%,60%,800,476.29,2707,,
WIN010,11/20/2019,11:30,30%,58%,60%,800,476.28,2719,,
WIN010,11/20/2019,11:31,30%,58%,60%,800,476.28,2731,,
WIN010,11/20/2019,11:32,30%,58%,60%,800,476.28,2743,,
WIN010,11/20/2019,11:33,30%,58%,60%,800,476.28,2755,,
WIN010,11/20/2019,11:34,30%,58%,60%,800,476.28,2767,,
WIN010,11/20/2019,11:35,30%,58%,60%,800,476.27,2779,,
WIN010,11/20/2019,11:36,30%,58%,60%,800,476.27,2791,,
WIN010,11/20/2019,11:37,30%,58%,60%,800,476.27,2803,,
WIN010,11/20/2019,11:38,30%,58%,60%,800,476.27,2815,,
WIN010,11/20/2019,11:39,30%,58%,60%,800,476.27,2827,,
WIN010,11/20/2019,11:40,30%,58%,60%,800,476.26,2839,,
WIN010,11/20/2019,11:41,30%,58%,60%,800,476.26,2851,,
WIN010,11/20/2019,11:42,30%,58%,60%,800,476.26,2863,,
WIN010,11/20/2019,11:43,30%,58%,60%,800,476.26,2875,,
WIN010,11/20/2019,11:44,30%,58%,60%,800,476.26,2887,,
WIN010,11/20/2019,11:45,30%,58%,60%,800,476.25,2899,,
WIN010,11/20/2019,11:46,55%,58%,60%,800,476.25,2911,,
WIN010,11/20/2019,11:47,55%,58%,60%,800,476.25,2923,,
WIN010,11/20/2019,11:48,55%,58%,60%,800,476.25,2935,,
WIN010,11/20/2019,11:49,55%,58%,60%,800,476.25,2947,,
WIN010,11/20/2019,11:50,55%,58%,60%,800,476.24,2959,,
WIN010,11/20/2019,11:51,55%,52%,60%,800,476.24,2971,,
WIN010,11/20/2019,11:52,55%,52%,60%,800,476.24,2983,,
WIN010,11/20/2019,11:53,55%,52%,60%,800,476.24,2995,,
WIN010,11/20/2019,11:54,55%,52%,60%,800,476.24,3007,,
WIN010,11/20/2019,11:55,55%,52%,60%,800,476.23,3019,,
WIN010,11/20/2019,11:56,55%,52%,60%,800,476.23,3031,,
WIN010,11/20/2019,11:57,55%,52%,60%,800,476.23,3043,,
WIN010,11/20/2019,11:58,55%,52%,60%,800,476.23,3055,,
WIN010,11/20/2019,11:59,55%,52%,60%,800,476.23,3067,,
WIN010,11/20/2019,12:00,55%,52%,60%,800,476.22,3079,,
WIN010,11/20/2019,12:01,55%,52%,60%,800,476.22,3091,,
WIN010,11/20/2019,12:02,55%,52%,60%,800,476.22,3103,,
WIN010,11/20/2019,12:03,55%,52%,60%,800,476.22,3115,,
WIN010,11/20/2019,12:04,55%,52%,60%,800,476.22,3127,,
WIN010,11/20/2019,12:05,55%,52%,60%,800,476.21,3139,,
WIN010,11/20/2019,12:06,55%,52%,60%,800,476.21,3151,,
WIN010,11/20/2019,12:07,55%,52%,60%,800,476.21,3163,,
WIN010,11/20/2019,12:08,55%,52%,60%,800,476.21,3175,,
WIN010,11/20/2019,12:09,55%,52%,60%,800,476.21,3187,,
WIN010,11/20/2019,12:10,55%,52%,60%,800,476.20,3199,,
WIN010,11/20/2019,12:11,55%,52%,60%,800,476.20,3211,,
WIN010,11/20/2019,12:12,55%,52%,60%,800,476.20,3223,,
WIN010,11/20/2019,12:13,55%,52%,60%,800,476.20,3235,,
WIN010,11/20/2019,12:14,55%,52%,60%,800,476.20,3247,,
WIN010,11/20/2019,12:15,55%,52%,60%,800,476.19,3259,,
WIN010,11/20/2019,12:16,55%,52%,60%,800,476.19,3271,,
WIN010,11/20/2019,12:17,55%,52%,60%,800,476.19,3283,,
WIN010,11/20/2019,12:18,55%,52%,60%,800,476.19,3295,,
WIN010,11/20/2019,12:19,55%,52%,60%,800,476.19,3307,,
WIN010,11/20/2019,12:20,55%,52%,60%,800,476.18,3319,,
WIN010,11/20/2019,12:21,55%,52%,60%,800,476.18,3331,,
WIN010,11/20/2019,12:22,55%,52%,60%,800,476.18,3343,,
WIN010,11/20/2019,12:23,55%,52%,60%,800,476.18,3355,,
WIN010,11/20/2019,12:24,55%,52%,60%,800,476.18,3367,,
WIN010,11/20/2019,12:25,55%,52%,60%,800,476.17,3379,,
WIN010,11/20/2019,12:26,55%,52%,60%,800,476.17,3391,,
WIN010,11/20/2019,12:27,55%,52%,60%,800,476.17,3403,,
WIN010,11/20/2019,12:28,55%,52%,60%,800,476.17,3415,,
WIN010,11/20/2019,12:29,55%,52%,60%,800,476.17,3427,,
WIN010,11/20/2019,12:30,55%,52%,60%,800,476.16,3439,,
WIN010,11/20/2019,12:31,55%,52%,60%,800,476.16,3451,,
WIN010,11/20/2019,12:32,55%,52%,60%,800,476.16,3463,,
WIN010,11/20/2019,12:33,55%,52%,60%,800,476.16,3475,,
WIN010,11/20/2019,12:34,55%,52%,60%,800,476.16,3487,,
WIN010,11/20/2019,12:35,55%,52%,60%,800,476.15,3499,,
WIN010,11/20/2019,12:36,55%,52%,60%,800,476.15,3511,,
WIN010,11/20/2019,12:37,55%,52%,60%,800,476.15,3523,,
WIN010,11/20/2019,12:38,55%,52%,60%,800,476.15,3535,,
WIN010,11/20/2019,12:39,27%,52%,60%,800,476.15,3547,,
WIN010,11/20/2019,12:40,27%,52%,60%,800,476.14,3559,,
WIN010,11/20/2019,12:41,27%,52%,60%,800,476.14,3571,,
WIN010,11/20/2019,12:42,27%,52%,60%,800,476.14,3583,,
WIN010,11/20/2019,12:43,27%,52%,60%,800,476.14,3595,,
WIN010,11/20/2019,12:44,27%,52%,60%,800,476.14,3607,,
WIN010,11/20/2019,12:45,27%,52%,60%,800,476.13,3619,,
WIN010,11/20/2019,12:46,27%,52%,60%,800,476.13,3631,,
WIN010,11/20/2019,12:47,27%,52%,60%,800,476.13,3643,,
WIN010,11/20/2019,12:48,27%,52%,60%,800,476.13,3655,,
WIN010,11/20/2019,12:49,27%,52%,60%,800,476.13,3667,,
WIN010,11/20/2019,12:50,27%,52%,60%,800,476.12,3679,,
WIN010,11/20/2019,12:51,27%,52%,60%,800,476.12,3691,,
WIN010,11/20/2019,12:52,27%,52%,60%,800,476.12,3703,,
WIN010,11/20/2019,12:53,27%,52%,60%,800,476.12,3715,,
WIN010,11/20/2019,12:54,27%,52%,60%,800,476.12,3727,,
WIN010,11/20/2019,12:55,27%,52%,60%,800,476.11,3739,,
WIN010,11/20/2019,12:56,27%,52%,60%,800,476.11,3751,,
WIN010,11/20/2019,12:57,27%,52%,60%,800,476.11,3763,,
WIN010,11/20/2019,12:58,27%,52%,60%,800,476.11,3775,,
WIN010,11/20/2019,12:59,27%,52%,60%,800,476.11,3787,,
WIN010,11/20/2019,13:00,27%,52%,60%,800,476.10,3799,,
WIN010,11/20/2019,13:01,27%,52%,60%,800,476.10,3811,,
WIN010,11/20/2019,13:02,27%,52%,60%,800,476.10,3823,,
WIN010,11/20/2019,13:03,27%,47%,60%,800,476.10,3835,,
WIN010,11/20/2019,13:04,27%,47%,60%,800,476.10,3847,,
WIN010,11/20/2019,13:05,27%,47%,60%,800,476.09,3859,,
WIN010,11/20/2019,13:06,27%,47%,60%,800,476.09,3871,,
WIN010,11/20/2019,13:07,27%,47%,60%,800,476.09,3883,,
WIN010,11/20/2019,13:08,27%,47%,60%,800,476.09,3895,,
WIN010,11/20/2019,13:09,27%,47%,60%,800,476.09,3907,,
WIN010,11/20/2019,13:10,27%,47%,60%,800,476.08,3919,,
WIN010,11/20/2019,13:11,27%,47%,60%,800,476.08,3931,,
WIN010,11/20/2019,13:12,27%,47%,60%,800,476.08,3943,,
WIN010,11/20/2019,13:13,27%,47%,60%,800,476.08,3955,,
WIN010,11/20/2019,13:14,27%,47%,60%,800,476.08,3967,,
WIN010,11/20/2019,13:15,27%,47%,60%,800,476.07,3979,,
WIN010,11/20/2019,13:16,27%,47%,60%,800,476.07,3991,,
WIN010,11/20/2019,13:17,27%,47%,60%,800,476.07,4003,,
WIN010,11/20/2019,13:18,27%,47%,60%,800,476.07,4015,,
WIN010,11/20/2019,13:19,27%,47%,60%,800,476.07,4027,,
WIN010,11/20/2019,13:20,27%,47%,60%,800,476.06,4039,,
WIN010,11/20/2019,13:21,27%,47%,60%,800,476.06,4051,,
WIN010,11/20/2019,13:22,27%,47%,60%,800,476.06,4063,,
WIN010,11/20/2019,13:23,27%,47%,60%,800,476.06,4075,,
WIN010,11/20/2019,13:24,27%,47%,60%,800,476.06,4087,,
WIN010,11/20/2019,13:25,27%,47%,60%,800,476.05,4099,,
WIN010,11/20/2019,13:26,27%,47%,60%,800,476.05,4111,,
WIN010,11/20/2019,13:27,27%,47%,60%,800,476.05,4123,,
WIN010,11/20/2019,13:28,27%,47%,60%,800,476.05,4123,,
WIN010,11/20/2019,13:29,27%,47%,60%,800,476.05,4123,,
WIN010,11/20/2019,13:30,27%,47%,60%,800,476.04,4123,,
WIN010,11/20/2019,13:31,27%,47%,60%,800,476.04,4123,,
WIN010,11/20/2019,13:32,27%,47%,60%,800,476.04,4123,,
WIN010,11/20/2019,13:33,27%,47%,60%,800,476.04,4123,,
WIN010,11/20/2019,13:34,27%,47%,60%,800,476.04,4123,,
WIN010,11/20/2019,13:35,27%,47%,60%,800,476.03,4123,,
WIN010,11/20/2019,13:36,27%,47%,60%,800,476.03,4123,,
WIN010,11/20/2019,13:37,27%,47%,60%,800,476.03,4123,,
WIN010,11/20/2019,13:38,27%,47%,60%,800,476.03,4123,,
WIN010,11/20/2019,13:39,27%,47%,60%,800,476.03,4123,,
WIN010,11/20/2019,13:40,27%,47%,60%,800,476.02,4123,,
WIN010,11/20/2019,13:41,27%,47%,60%,800,476.02,4123,,
WIN010,11/20/2019,13:42,27%,47%,60%,800,476.02,4123,,
WIN010,11/20/2019,13:43,27%,47%,60%,800,476.02,4123,,
WIN010,11/20/2019,13:44,27%,47%,60%,800,476.02,4123,,
WIN010,11/20/2019,13:45,27%,47%,60%,800,476.01,4123,,
WIN010,11/20/2019,13:46,27%,47%,60%,800,476.01,4123,,
WIN010,11/20/2019,13:47,27%,47%,60%,800,476.01,4123,,
WIN010,11/20/2019,13:48,27%,47%,59%,800,476.00,4123,,
WIN010,11/20/2019,13:49,27%,47%,59%,800,475.99,4123,,
WIN010,11/20/2019,13:50,27%,47%,59%,800,475.99,4123,,
WIN010,11/20/2019,13:51,27%,47%,59%,800,475.98,4123,,
WIN010,11/20/2019,13:52,27%,47%,59%,800,475.98,4123,,
WIN010,11/20/2019,13:53,27%,47%,59%,800,475.97,4123,,
WIN010,11/20/2019,13:54,27%,47%,59%,800,475.96,4123,,
WIN010,11/20/2019,13:55,27%,47%,59%,800,475.96,4123,,
WIN010,11/20/2019,13:56,27%,47%,59%,800,475.95,4123,,
WIN010,11/20/2019,13:57,27%,47%,59%,800,475.95,4123,,
WIN010,11/20/2019,13:58,27%,47%,59%,800,475.94,4123,,
WIN010,11/20/2019,13:59,27%,47%,59%,800,475.93,4123,,
WIN010,11/20/2019,14:00,27%,47%,59%,800,475.93,4123,,
WIN010,11/20/2019,14:01,27%,47%,59%,800,475.92,4123,,
WIN010,11/20/2019,14:02,27%,47%,59%,800,475.92,4123,,
WIN010,11/20/2019,14:03,27%,47%,59%,800,475.91,4123,,
WIN010,11/20/2019,14:04,27%,47%,59%,800,475.90,4123,,
WIN010,11/20/2019,14:05,27%,47%,59%,800,475.90,4123,,
WIN010,11/20/2019,14:06,27%,47%,59%,800,475.89,4123,,
WIN010,11/20/2019,14:07,27%,47%,59%,800,475.89,4123,,
WIN010,11/20/2019,14:08,27%,47%,59%,800,475.88,4123,,
WIN010,11/20/2019,14:09,27%,47%,59%,800,475.87,4123,,
WIN010,11/20/2019,14:10,27%,47%,59%,800,475.87,4123,,
WIN010,11/20/2019,14:11,27%,47%,59%,800,475.86,4123,,
WIN010,11/20/2019,14:12,27%,47%,59%,800,475.86,4123,,
WIN010,11/20/2019,14:13,27%,47%,59%,800,475.85,4123,,
WIN010,11/20/2019,14:14,27%,47%,59%,800,475.84,4123,,
WIN010,11/20/2019,14:15,27%,47%,59%,800,475.84,4123,,
WIN010,11/20/2019,14:16,27%,47%,59%,800,475.83,4123,,
WIN010,11/20/2019,14:17,27%,47%,59%,800,475.83,4123,,
WIN010,11/20/2019,14:18,27%,47%,59%,800,475.82,4123,,
WIN010,11/20/2019,14:19,27%,47%,59%,800,475.81,4123,,
WIN010,11/20/2019,14:20,27%,47%,59%,800,475.81,4123,,
WIN010,11/20/2019,14:21,27%,47%,59%,800,475.80,4123,,
WIN010,11/20/2019,14:22,27%,47%,59%,800,475.80,4123,,
WIN010,11/20/2019,14:23,27%,47%,59%,800,475.79,4123,,
WIN010,11/20/2019,14:24,27%,47%,59%,800,475.78,4123,,
WIN010,11/20/2019,14:25,27%,47%,59%,800,475.78,4123,,
WIN010,11/20/2019,14:26,27%,47%,59%,800,475.77,4123,,
WIN010,11/20/2019,14:27,27%,47%,59%,800,475.77,4123,,
WIN010,11/20/2019,14:28,27%,47%,59%,800,475.76,4123,,
WIN010,11/20/2019,14:29,27%,47%,59%,800,475.75,4123,,
WIN010,11/20/2019,14:30,27%,47%,59%,800,475.75,4123,,
WIN010,11/20/2019,14:31,27%,47%,59%,800,475.74,4123,,
WIN010,11/20/2019,14:32,27%,47%,59%,800,475.74,4123,,
WIN010,11/20/2019,14:33,27%,47%,59%,800,475.73,4123,,
WIN010,11/20/2019,14:34,27%,47%,59%,800,475.73,4123,,
WIN010,11/20/2019,14:35,27%,47%,59%,800,475.72,4123,,
WIN010,11/20/2019,14:36,27%,47%,59%,800,475.72,4123,,
WIN010,11/20/2019,14:37,27%,47%,59%,800,475.72,4123,,
WIN010,11/20/2019,14:38,27%,47%,59%,800,475.71,4123,,
WIN010,11/20/2019,14:39,27%,47%,59%,800,475.71,4123,,
WIN010,11/20/2019,14:40,27%,47%,59%,800,475.71,4123,,
WIN010,11/20/2019,14:41,27%,47%,59%,800,475.71,4123,,
WIN010,11/20/2019,14:42,27%,47%,59%,800,475.70,4123,,
WIN010,11/20/2019,14:43,27%,47%,59%,800,475.70,4123,,
WIN010,11/20/2019,14:44,27%,47%,59%,800,475.70,4123,,
WIN010,11/20/2019,14:45,27%,47%,59%,800,475.69,4123,,
WIN010,11/20/2019,14:46,27%,47%,59%,800,475.69,4123,,
WIN010,11/20/2019,14:47,27%,47%,59%,800,475.69,4123,,
WIN010,11/20/2019,14:48,27%,47%,59%,800,475.68,4123,,
WIN010,11/20/2019,14:49,27%,47%,59%,800,475.68,4123,,
WIN010,11/20/2019,14:50,27%,47%,59%,800,475.68,4123,,
WIN010,11/20/2019,14:51,27%,47%,59%,800,475.68,4123,,
WIN010,11/20/2019,14:52,27%,47%,59%,800,475.67,4123,,
WIN010,11/20/2019,14:53,27%,47%,59%,800,475.67,4123,,
WIN010,11/20/2019,14:54,27%,47%,59%,800,475.67,4123,,
WIN010,11/20/2019,14:55,27%,47%,59%,800,475.67,4123,,
WIN010,11/20/2019,14:56,27%,47%,59%,800,475.66,4123,,
WIN010,11/20/2019,14:57,27%,47%,59%,800,475.66,4123,,
WIN010,11/20/2019,14:58,27%,47%,59%,800,475.66,4123,,
WIN010,11/20/2019,14:59,27%,47%,59%,800,475.66,4123,,
WIN010,11/20/2019,15:00,27%,47%,59%,800,475.66,4123,,
WIN010,11/20/2019,15:01,27%,47%,59%,800,475.65,4123,,
WIN010,11/20/2019,15:02,27%,47%,59%,800,475.65,4123,,
WIN010,11/20/2019,15:03,27%,47%,59%,800,475.65,4123,,
WIN010,11/20/2019,15:04,27%,47%,59%,800,475.65,4123,,
WIN010,11/20/2019,15:05,27%,47%,59%,800,475.65,4123,,
WIN010,11/20/2019,15:06,27%,47%,59%,800,475.64,4123,,
WIN010,11/20/2019,15:07,27%,47%,59%,800,475.64,4123,,
WIN010,11/20/2019,15:08,27%,47%,59%,800,475.64,4123,,
WIN010,11/20/2019,15:09,27%,47%,59%,800,475.64,4123,,
WIN010,11/20/2019,15:10,27%,47%,59%,800,475.64,4123,,
WIN010,11/20/2019,15:11,27%,47%,59%,800,475.63,4123,,
WIN010,11/20/2019,15:12,27%,47%,59%,800,475.63,4123,,
WIN010,11/20/2019,15:13,27%,47%,59%,800,475.63,4123,,
WIN010,11/20/2019,15:14,27%,47%,59%,800,475.63,4123,,
WIN010,11/20/2019,15:15,27%,47%,59%,800,475.63,4123,,
WIN010,11/20/2019,15:16,27%,47%,59%,800,475.62,4123,,
WIN010,11/20/2019,15:17,27%,47%,59%,800,475.62,4123,,
WIN010,11/20/2019,15:18,27%,47%,59%,800,475.62,4123,,
WIN010,11/20/2019,15:19,27%,47%,59%,800,475.62,4123,,
WIN010,11/20/2019,15:20,27%,47%,59%,800,475.62,4123,,
WIN010,11/20/2019,15:21,27%,47%,59%,800,475.61,4123,,
WIN010,11/20/2019,15:22,27%,47%,59%,800,475.61,4123,,
WIN010,11/20/2019,15:23,27%,47%,59%,800,475.61,4123,,
WIN010,11/20/2019,15:24,27%,47%,59%,800,475.61,4123,,
WIN010,11/20/2019,15:25,27%,47%,59%,800,475.61,4123,,
WIN010,11/20/2019,15:26,27%,47%,59%,800,475.60,4123,,
WIN010,11/20/2019,15:27,27%,47%,59%,800,475.60,4123,,
WIN010,11/20/2019,15:28,27%,47%,59%,800,475.60,4123,,
WIN010,11/20/2019,15:29,27%,47%,59%,800,475.60,4123,,
WIN010,11/20/2019,15:30,27%,47%,59%,800,475.60,4123,,
WIN010,11/20/2019,15:31,27%,47%,59%,800,475.59,4123,,
WIN010,11/20/2019,15:32,27%,47%,59%,800,475.59,4123,,
WIN010,11/20/2019,15:33,27%,47%,59%,800,475.59,4123,,
WIN010,11/20/2019,15:34,27%,47%,59%,800,475.59,4123,,
WIN010,11/20/2019,15:35,27%,47%,59%,800,475.59,4123,,
WIN010,11/20/2019,15:36,27%,47%,59%,800,475.58,4123,,
WIN010,11/20/2019,15:37,27%,47%,59%,800,475.58,4123,,
WIN010,11/20/2019,15:38,27%,47%,59%,800,475.58,4123,,
WIN010,11/20/2019,15:39,27%,47%,59%,800,475.58,4123,,
WIN010,11/20/2019,15:40,27%,47%,59%,800,475.58,4123,,
WIN010,11/20/2019,15:41,27%,47%,59%,800,475.57,4123,,
WIN010,11/20/2019,15:42,27%,47%,59%,800,475.57,4123,,
WIN010,11/20/2019,15:43,27%,47%,59%,800,475.57,4123,,
WIN010,11/20/2019,15:44,27%,47%,59%,800,475.57,4123,,
WIN010,11/20/2019,15:45,27%,47%,59%,800,475.57,4123,,
WIN010,11/20/2019,15:46,27%,47%,59%,800,475.56,4123,,
WIN010,11/20/2019,15:47,27%,47%,59%,800,475.56,4123,,
WIN010,11/20/2019,15:48,27%,47%,59%,800,475.56,4123,,
WIN010,11/20/2019,15:49,27%,47%,59%,800,475.56,4123,,
WIN010,11/20/2019,15:50,27%,47%,59%,800,475.56,4123,,
WIN010,11/20/2019,15:51,27%,47%,59%,800,475.55,4123,,
WIN010,11/20/2019,15:52,27%,65%,59%,800,475.55,4123,,
WIN010,11/20/2019,15:53,27%,65%,59%,800,475.55,4123,,
WIN010,11/20/2019,15:54,55%,65%,59%,800,475.55,3191,,
WIN010,11/20/2019,15:55,55%,65%,59%,800,475.55,3096,,
WIN010,11/20/2019,15:56,55%,65%,59%,800,475.54,3001,,
WIN010,11/20/2019,15:57,55%,65%,59%,800,475.54,2906,,
WIN010,11/20/2019,15:58,55%,65%,59%,800,475.54,2811,,
WIN010,11/20/2019,15:59,55%,65%,59%,800,475.54,2716,,
WIN010,11/20/2019,16:00,55%,65%,59%,800,475.54,2621,,
WIN010,11/20/2019,16:01,55%,65%,59%,800,475.53,2526,,
WIN010,11/20/2019,16:02,55%,65%,59%,800,475.53,2431,,
WIN010,11/20/2019,16:03,55%,65%,59%,800,475.53,2336,,
WIN010,11/20/2019,16:04,55%,65%,59%,800,475.53,2241,,
WIN010,11/20/2019,16:05,55%,65%,59%,800,475.53,2146,,
WIN010,11/20/2019,16:06,55%,65%,59%,800,475.52,2051,,
WIN010,11/20/2019,16:07,55%,65%,59%,800,475.52,2034,,
WIN010,11/20/2019,16:08,55%,65%,59%,800,475.52,2017,,
WIN010,11/20/2019,16:09,55%,65%,59%,800,475.52,2000,,
WIN010,11/20/2019,16:10,55%,65%,59%,800,475.52,1983,,
WIN010,11/20/2019,16:11,55%,65%,59%,800,475.51,1966,,
WIN010,11/20/2019,16:12,55%,65%,59%,800,475.51,1949,,
WIN010,11/20/2019,16:13,55%,65%,59%,800,475.51,1932,,
WIN010,11/20/2019,16:14,55%,65%,59%,800,475.51,1915,,
WIN010,11/20/2019,16:15,55%,65%,59%,800,475.51,1898,,
WIN010,11/20/2019,16:16,55%,65%,59%,800,475.50,1881,,
WIN010,11/20/2019,16:17,55%,65%,59%,800,475.50,1864,,
WIN010,11/20/2019,16:18,55%,65%,59%,800,475.50,1847,,
WIN010,11/20/2019,16:19,55%,65%,59%,800,475.50,1830,,
WIN010,11/20/2019,16:20,55%,65%,59%,800,475.50,1813,,
WIN010,11/20/2019,16:21,55%,68%,59%,800,475.49,1796,,
WIN010,11/20/2019,16:22,55%,68%,59%,800,475.49,1779,,
WIN010,11/20/2019,16:23,55%,68%,59%,800,475.49,1762,,
WIN010,11/20/2019,16:24,55%,68%,59%,800,475.49,1745,,
WIN010,11/20/2019,16:25,55%,68%,59%,800,475.49,1728,,
WIN010,11/20/2019,16:26,55%,68%,59%,800,475.48,1711,,
WIN010,11/20/2019,16:27,55%,68%,59%,800,475.48,1694,,
WIN010,11/20/2019,16:28,55%,68%,59%,800,475.48,1677,,
WIN010,11/20/2019,16:29,55%,68%,59%,800,475.48,1660,,
WIN010,11/20/2019,16:30,55%,68%,59%,800,475.48,1643,,
WIN010,11/20/2019,16:31,55%,68%,59%,800,475.47,1626,,
WIN010,11/20/2019,16:32,55%,68%,59%,800,475.47,1609,,
WIN010,11/20/2019,16:33,55%,68%,59%,800,475.47,1592,,
WIN010,11/20/2019,16:34,67%,68%,59%,800,475.47,1575,,
WIN010,11/20/2019,16:35,67%,68%,59%,800,475.47,1558,,
WIN010,11/20/2019,16:36,67%,68%,59%,800,475.46,1541,,
WIN010,11/20/2019,16:37,67%,68%,59%,800,475.46,1524,,
WIN010,11/20/2019,16:38,67%,68%,59%,800,475.46,1507,,
WIN010,11/20/2019,16:39,67%,68%,59%,800,475.46,1490,,
WIN010,11/20/2019,16:40,67%,68%,59%,800,475.46,1473,,
WIN010,11/20/2019,16:41,67%,68%,59%,800,475.45,1456,,
WIN010,11/20/2019,16:42,67%,68%,59%,800,475.45,1439,,
WIN010,11/20/2019,16:43,67%,68%,59%,800,475.45,1422,,
WIN010,11/20/2019,16:44,67%,68%,59%,800,475.45,1405,,
WIN010,11/20/2019,16:45,67%,68%,59%,800,475.45,1388,,
WIN010,11/20/2019,16:46,67%,68%,59%,800,475.44,1371,,
WIN010,11/20/2019,16:47,67%,68%,59%,800,475.44,1354,,
WIN010,11/20/2019,16:48,67%,68%,59%,800,475.44,1337,,
WIN010,11/20/2019,16:49,67%,68%,59%,800,475.44,1320,,
WIN010,11/20/2019,16:50,67%,68%,59%,800,475.44,1303,,
WIN010,11/20/2019,16:51,67%,68%,59%,800,475.43,1286,,
WIN010,11/20/2019,16:52,67%,68%,59%,800,475.43,1269,,
WIN010,11/20/2019,16:53,67%,68%,59%,800,475.43,1252,,
WIN010,11/20/2019,16:54,67%,68%,59%,800,475.43,1235,,
WIN010,11/20/2019,16:55,67%,68%,59%,800,475.43,1218,,
WIN010,11/20/2019,16:56,67%,68%,59%,800,475.42,1201,,
WIN010,11/20/2019,16:57,67%,68%,59%,800,475.42,1184,,
WIN010,11/20/2019,16:58,67%,68%,59%,800,475.42,1167,,
WIN010,11/20/2019,16:59,67%,68%,59%,800,475.42,1150,,
WIN010,11/20/2019,17:00,67%,68%,59%,800,475.42,1133,,
WIN010,11/20/2019,17:01,67%,68%,59%,800,475.41,1116,,
WIN010,11/20/2019,17:02,67%,68%,59%,800,475.41,1099,,
WIN010,11/20/2019,17:03,67%,68%,59%,800,475.41,1082,,
WIN010,11/20/2019,17:04,67%,68%,59%,800,475.41,1065,,
WIN010,11/20/2019,17:05,67%,68%,59%,800,475.41,1048,,
WIN010,11/20/2019,17:06,67%,68%,59%,800,475.40,1031,,
WIN010,11/20/2019,17:07,73%,68%,59%,800,475.40,1014,,
WIN010,11/20/2019,17:08,73%,68%,59%,800,475.40,997,,
WIN010,11/20/2019,17:09,73%,68%,59%,800,475.40,980,,
WIN010,11/20/2019,17:10,73%,68%,59%,800,475.40,963,,
WIN010,11/20/2019,17:11,73%,68%,59%,800,475.39,946,,
WIN010,11/20/2019,17:12,73%,68%,59%,800,475.39,929,,
WIN010,11/20/2019,17:13,73%,68%,59%,800,475.39,912,,
WIN010,11/20/2019,17:14,73%,68%,59%,800,475.39,895,,
